,Threshold,Dataset,Mean accuracy - Class 01,Mean accuracy - Class 02,Mean F1,Std accuracy - Class 01,Std accuracy - Class 02,Std F1,Mean C1 Instances Remaining,Mean C2 Instances Remaining
64,0.6300000000000002,../../data/type_I_vs_type_II_v3.csv,0.84,0.79,0.8,0.11,0.09,0.08,0.0,0.0
65,0.6400000000000002,../../data/type_I_vs_type_II_v3.csv,0.85,0.78,0.8,0.11,0.09,0.08,0.0,0.0
66,0.6500000000000002,../../data/type_I_vs_type_II_v3.csv,0.86,0.78,0.8,0.11,0.09,0.08,0.0,0.0
67,0.6600000000000003,../../data/type_I_vs_type_II_v3.csv,0.87,0.76,0.79,0.12,0.09,0.08,0.0,0.0
68,0.6700000000000003,../../data/type_I_vs_type_II_v3.csv,0.87,0.75,0.78,0.12,0.09,0.09,0.0,0.0
69,0.6800000000000003,../../data/type_I_vs_type_II_v3.csv,0.88,0.74,0.78,0.11,0.09,0.09,0.0,0.0
70,0.6900000000000003,../../data/type_I_vs_type_II_v3.csv,0.89,0.73,0.77,0.11,0.09,0.09,0.0,0.0
71,0.7000000000000003,../../data/type_I_vs_type_II_v3.csv,0.89,0.72,0.76,0.11,0.09,0.09,0.0,0.0
72,0.7100000000000003,../../data/type_I_vs_type_II_v3.csv,0.9,0.71,0.75,0.1,0.09,0.09,0.0,0.0
73,0.7200000000000003,../../data/type_I_vs_type_II_v3.csv,0.9,0.69,0.73,0.11,0.09,0.1,0.0,0.0
74,0.7300000000000003,../../data/type_I_vs_type_II_v3.csv,0.89,0.67,0.71,0.12,0.08,0.1,0.0,0.0
75,0.7400000000000003,../../data/type_I_vs_type_II_v3.csv,0.88,0.66,0.69,0.12,0.09,0.11,0.0,0.0
76,0.7500000000000003,../../data/type_I_vs_type_II_v3.csv,0.88,0.64,0.67,0.12,0.08,0.11,0.0,0.0
77,0.7600000000000003,../../data/type_I_vs_type_II_v3.csv,0.88,0.62,0.64,0.13,0.07,0.11,0.0,0.0
78,0.7700000000000004,../../data/type_I_vs_type_II_v3.csv,0.89,0.6,0.62,0.14,0.06,0.1,0.0,0.0
79,0.7800000000000004,../../data/type_I_vs_type_II_v3.csv,0.88,0.59,0.59,0.19,0.05,0.09,0.0,0.0
80,0.7900000000000004,../../data/type_I_vs_type_II_v3.csv,0.87,0.58,0.57,0.23,0.05,0.1,0.0,0.0
81,0.8000000000000004,../../data/type_I_vs_type_II_v3.csv,0.85,0.57,0.54,0.28,0.05,0.11,0.0,0.0
82,0.4,../../data/type_I_PE_vs_Type_II_v3.csv,0.73,0.97,0.79,0.1,0.06,0.1,0.0,0.0
83,0.41000000000000003,../../data/type_I_PE_vs_Type_II_v3.csv,0.74,0.97,0.8,0.1,0.06,0.1,0.0,0.0
84,0.42000000000000004,../../data/type_I_PE_vs_Type_II_v3.csv,0.74,0.96,0.8,0.1,0.07,0.1,0.0,0.0
85,0.43000000000000005,../../data/type_I_PE_vs_Type_II_v3.csv,0.75,0.96,0.8,0.1,0.07,0.09,0.0,0.0
86,0.44000000000000006,../../data/type_I_PE_vs_Type_II_v3.csv,0.75,0.94,0.8,0.1,0.07,0.1,0.0,0.0
87,0.45000000000000007,../../data/type_I_PE_vs_Type_II_v3.csv,0.76,0.94,0.81,0.1,0.07,0.09,0.0,0.0
88,0.4600000000000001,../../data/type_I_PE_vs_Type_II_v3.csv,0.76,0.94,0.81,0.1,0.08,0.09,0.0,0.0
89,0.4700000000000001,../../data/type_I_PE_vs_Type_II_v3.csv,0.77,0.94,0.82,0.1,0.08,0.1,0.0,0.0
90,0.4800000000000001,../../data/type_I_PE_vs_Type_II_v3.csv,0.78,0.94,0.83,0.11,0.07,0.09,0.0,0.0
91,0.4900000000000001,../../data/type_I_PE_vs_Type_II_v3.csv,0.79,0.93,0.83,0.11,0.07,0.09,0.0,0.0
92,0.5000000000000001,../../data/type_I_PE_vs_Type_II_v3.csv,0.79,0.93,0.83,0.11,0.07,0.09,0.0,0.0
93,0.5100000000000001,../../data/type_I_PE_vs_Type_II_v3.csv,0.8,0.93,0.84,0.11,0.07,0.09,0.0,0.0
94,0.5200000000000001,../../data/type_I_PE_vs_Type_II_v3.csv,0.81,0.93,0.84,0.11,0.07,0.09,0.0,0.0
95,0.5300000000000001,../../data/type_I_PE_vs_Type_II_v3.csv,0.81,0.92,0.85,0.11,0.07,0.08,0.0,0.0
96,0.5400000000000001,../../data/type_I_PE_vs_Type_II_v3.csv,0.82,0.92,0.85,0.1,0.07,0.08,0.0,0.0
97,0.5500000000000002,../../data/type_I_PE_vs_Type_II_v3.csv,0.83,0.92,0.86,0.1,0.07,0.08,0.0,0.0
98,0.5600000000000002,../../data/type_I_PE_vs_Type_II_v3.csv,0.83,0.92,0.86,0.1,0.07,0.08,0.0,0.0
99,0.5700000000000002,../../data/type_I_PE_vs_Type_II_v3.csv,0.83,0.92,0.86,0.11,0.08,0.08,0.0,0.0
100,0.5800000000000002,../../data/type_I_PE_vs_Type_II_v3.csv,0.84,0.91,0.86,0.11,0.08,0.08,0.0,0.0
101,0.5900000000000002,../../data/type_I_PE_vs_Type_II_v3.csv,0.85,0.91,0.87,0.11,0.08,0.09,0.0,0.0
102,0.6000000000000002,../../data/type_I_PE_vs_Type_II_v3.csv,0.85,0.9,0.86,0.11,0.08,0.08,0.0,0.0
103,0.6100000000000002,../../data/type_I_PE_vs_Type_II_v3.csv,0.85,0.89,0.86,0.11,0.08,0.08,0.0,0.0
104,0.6200000000000002,../../data/type_I_PE_vs_Type_II_v3.csv,0.85,0.88,0.85,0.11,0.08,0.08,0.0,0.0
105,0.6300000000000002,../../data/type_I_PE_vs_Type_II_v3.csv,0.85,0.87,0.85,0.11,0.08,0.08,0.0,0.0
106,0.6400000000000002,../../data/type_I_PE_vs_Type_II_v3.csv,0.86,0.86,0.85,0.11,0.08,0.08,0.0,0.0
107,0.6500000000000002,../../data/type_I_PE_vs_Type_II_v3.csv,0.86,0.85,0.84,0.11,0.08,0.08,0.0,0.0
108,0.6600000000000003,../../data/type_I_PE_vs_Type_II_v3.csv,0.87,0.84,0.84,0.11,0.09,0.08,0.0,0.0
109,0.6700000000000003,../../data/type_I_PE_vs_Type_II_v3.csv,0.87,0.83,0.84,0.11,0.08,0.08,0.0,0.0
110,0.6800000000000003,../../data/type_I_PE_vs_Type_II_v3.csv,0.88,0.83,0.84,0.11,0.09,0.08,0.0,0.0
111,0.6900000000000003,../../data/type_I_PE_vs_Type_II_v3.csv,0.89,0.82,0.84,0.11,0.09,0.08,0.0,0.0
112,0.7000000000000003,../../data/type_I_PE_vs_Type_II_v3.csv,0.89,0.81,0.83,0.11,0.09,0.08,0.0,0.0
113,0.7100000000000003,../../data/type_I_PE_vs_Type_II_v3.csv,0.89,0.78,0.81,0.11,0.09,0.08,0.0,0.0
114,0.7200000000000003,../../data/type_I_PE_vs_Type_II_v3.csv,0.89,0.76,0.79,0.11,0.09,0.08,0.0,0.0
115,0.7300000000000003,../../data/type_I_PE_vs_Type_II_v3.csv,0.89,0.74,0.78,0.11,0.09,0.08,0.0,0.0
116,0.7400000000000003,../../data/type_I_PE_vs_Type_II_v3.csv,0.89,0.73,0.77,0.11,0.08,0.07,0.0,0.0
117,0.7500000000000003,../../data/type_I_PE_vs_Type_II_v3.csv,0.89,0.72,0.76,0.11,0.08,0.08,0.0,0.0
118,0.7600000000000003,../../data/type_I_PE_vs_Type_II_v3.csv,0.89,0.7,0.75,0.11,0.08,0.08,0.0,0.0
119,0.7700000000000004,../../data/type_I_PE_vs_Type_II_v3.csv,0.89,0.69,0.73,0.11,0.08,0.08,0.0,0.0
120,0.7800000000000004,../../data/type_I_PE_vs_Type_II_v3.csv,0.88,0.67,0.71,0.12,0.08,0.1,0.0,0.0
121,0.7900000000000004,../../data/type_I_PE_vs_Type_II_v3.csv,0.89,0.65,0.69,0.12,0.09,0.11,0.0,0.0
122,0.8000000000000004,../../data/type_I_PE_vs_Type_II_v3.csv,0.85,0.64,0.66,0.22,0.08,0.12,0.0,0.0
123,0.4,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.69,0.97,0.75,0.07,0.07,0.09,0.0,0.0
124,0.41000000000000003,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.7,0.96,0.76,0.07,0.08,0.09,0.0,0.0
125,0.42000000000000004,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.7,0.96,0.76,0.08,0.08,0.09,0.0,0.0
126,0.43000000000000005,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.71,0.94,0.76,0.08,0.09,0.09,0.0,0.0
127,0.44000000000000006,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.71,0.93,0.77,0.08,0.09,0.09,0.0,0.0
128,0.45000000000000007,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.72,0.94,0.78,0.08,0.08,0.09,0.0,0.0
129,0.4600000000000001,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.72,0.93,0.78,0.08,0.08,0.09,0.0,0.0
130,0.4700000000000001,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.73,0.91,0.78,0.08,0.08,0.08,0.0,0.0
131,0.4800000000000001,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.73,0.91,0.79,0.07,0.08,0.08,0.0,0.0
132,0.4900000000000001,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.74,0.91,0.79,0.08,0.08,0.09,0.0,0.0
133,0.5000000000000001,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.75,0.91,0.8,0.08,0.08,0.08,0.0,0.0
134,0.5100000000000001,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.77,0.91,0.81,0.08,0.08,0.08,0.0,0.0
135,0.5200000000000001,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.77,0.9,0.82,0.08,0.08,0.08,0.0,0.0
136,0.5300000000000001,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.78,0.9,0.82,0.08,0.08,0.08,0.0,0.0
137,0.5400000000000001,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.78,0.9,0.82,0.08,0.08,0.08,0.0,0.0
138,0.5500000000000002,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.79,0.89,0.82,0.09,0.08,0.08,0.0,0.0
139,0.5600000000000002,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.8,0.89,0.83,0.09,0.08,0.08,0.0,0.0
140,0.5700000000000002,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.8,0.89,0.83,0.09,0.09,0.09,0.0,0.0
141,0.5800000000000002,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.8,0.89,0.83,0.1,0.09,0.09,0.0,0.0
142,0.5900000000000002,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.81,0.89,0.84,0.1,0.09,0.09,0.0,0.0
143,0.6000000000000002,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.81,0.88,0.83,0.1,0.09,0.09,0.0,0.0
144,0.6100000000000002,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.82,0.87,0.83,0.1,0.08,0.09,0.0,0.0
145,0.6200000000000002,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.82,0.86,0.83,0.1,0.08,0.08,0.0,0.0
146,0.6300000000000002,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.83,0.85,0.83,0.1,0.09,0.08,0.0,0.0
147,0.6400000000000002,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.83,0.84,0.82,0.1,0.09,0.08,0.0,0.0
148,0.6500000000000002,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.83,0.84,0.83,0.1,0.08,0.08,0.0,0.0
149,0.6600000000000003,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.84,0.83,0.82,0.1,0.08,0.08,0.0,0.0
150,0.6700000000000003,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.84,0.82,0.82,0.1,0.08,0.07,0.0,0.0
151,0.6800000000000003,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.85,0.81,0.82,0.1,0.07,0.07,0.0,0.0
152,0.6900000000000003,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.85,0.79,0.81,0.11,0.07,0.08,0.0,0.0
153,0.7000000000000003,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.86,0.78,0.8,0.11,0.08,0.08,0.0,0.0
154,0.7100000000000003,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.86,0.76,0.79,0.11,0.08,0.09,0.0,0.0
155,0.7200000000000003,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.86,0.75,0.78,0.1,0.08,0.08,0.0,0.0
156,0.7300000000000003,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.87,0.73,0.77,0.11,0.08,0.08,0.0,0.0
157,0.7400000000000003,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.87,0.72,0.76,0.11,0.08,0.09,0.0,0.0
158,0.7500000000000003,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.87,0.71,0.75,0.11,0.09,0.1,0.0,0.0
159,0.7600000000000003,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.87,0.69,0.73,0.12,0.09,0.11,0.0,0.0
160,0.7700000000000004,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.87,0.68,0.72,0.12,0.08,0.11,0.0,0.0
161,0.7800000000000004,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.89,0.66,0.7,0.12,0.07,0.1,0.0,0.0
162,0.7900000000000004,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.9,0.65,0.69,0.13,0.08,0.12,0.0,0.0
163,0.8000000000000004,../../data/type_I_vs_Type_II_no_PE_v3.csv,0.9,0.63,0.67,0.13,0.07,0.11,0.0,0.0
